source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0097447,dendritic tree,1.0500822219785078e-09,True,"""The entire complement of dendrites for a neuron, consisting of each primary dendrite and all its branches."" [GOC:aruk, GOC:bc, NIF_Subcellular:sao172297168]",615,9954,408,18842,0.040988547317661245,0.6634146341463415,query_1,"['GO:0036477', 'GO:0043005']"
GO:BP,GO:0043085,positive regulation of catalytic activity,1.1157275292575086e-09,True,"""Any process that activates or increases the activity of an enzyme."" [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]",1427,9526,890,17847,0.09342851144236826,0.6236860546601262,query_1,"['GO:0044093', 'GO:0050790']"
GO:MF,GO:0022857,transmembrane transporter activity,1.2036078954874701e-09,True,"""Enables the transfer of a substance, usually a specific substance or a group of related substances, from one side of a membrane to the other."" [GOC:jid, GOC:mtg_transport, ISBN:0815340729]",1066,9781,684,18098,0.06993149984664145,0.6416510318949343,query_1,['GO:0005215']
GO:BP,GO:0019752,carboxylic acid metabolic process,1.2425912741432977e-09,True,"""The chemical reactions and pathways involving carboxylic acids, any organic acid containing one or more carboxyl (COOH) groups or anions (COO-)."" [ISBN:0198506732]",1075,9526,686,17847,0.07201343690951081,0.6381395348837209,query_1,['GO:0043436']
GO:BP,GO:0009966,regulation of signal transduction,1.448886455463805e-09,True,"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]",3209,9526,1894,17847,0.1988242704178039,0.5902150202555313,query_1,"['GO:0048583', 'GO:0010646', 'GO:0007165', 'GO:0023051']"
GO:MF,GO:0017016,Ras GTPase binding,1.5481480446024063e-09,True,"""Interacting selectively and non-covalently with any member of the Ras superfamily of monomeric GTPases."" [GOC:mah]",431,9781,302,18098,0.03087618852878029,0.7006960556844548,query_1,['GO:0031267']
GO:CC,GO:0030425,dendrite,1.6937196971792394e-09,True,"""A neuron projection that has a short, tapering, morphology. Dendrites receive and integrate signals from other neurons or from sensory stimuli, and conduct nerve impulses towards the axon or the cell body. In most neurons, the impulse is conveyed from dendrites to axon via the cell body, but in some types of unipolar neuron, the impulse does not travel via the cell body."" [GOC:aruk, GOC:bc, GOC:dos, GOC:mah, GOC:nln, ISBN:0198506732]",613,9954,406,18842,0.040787623066104076,0.6623164763458401,query_1,"['GO:0120038', 'GO:0097447', 'GO:0043005']"
GO:CC,GO:0031226,intrinsic component of plasma membrane,1.7415062870316261e-09,True,"""The component of the plasma membrane consisting of the gene products and protein complexes having either part of their peptide sequence embedded in the hydrophobic region of the membrane or some other covalently attached group such as a GPI anchor that is similarly embedded in the membrane."" [GOC:dos, GOC:mah]",1744,9954,1056,18842,0.10608800482218204,0.6055045871559633,query_1,"['GO:0044459', 'GO:0031224']"
GO:CC,GO:0005887,integral component of plasma membrane,1.84612717428893e-09,True,"""The component of the plasma membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."" [GOC:dos, GOC:go_curators]",1668,9954,1013,18842,0.10176813341370304,0.6073141486810552,query_1,"['GO:0031226', 'GO:0016021']"
GO:BP,GO:0007267,cell-cell signaling,1.873596079229027e-09,True,"""Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell.  Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions."" [GOC:dos, GOC:mah]",1679,9526,1033,17847,0.10844005878647911,0.6152471709350804,query_1,"['GO:0007154', 'GO:0023052']"
GO:BP,GO:0043436,oxoacid metabolic process,1.896133256813359e-09,True,"""The chemical reactions and pathways involving any oxoacid; an oxoacid is a compound which contains oxygen, at least one other element, and at least one hydrogen bound to oxygen, and which produces a conjugate base by loss of positive hydrogen ion(s) (hydrons)."" [CHEBI:24833]",1166,9526,738,17847,0.0774721813982784,0.6329331046312179,query_1,['GO:0006082']
GO:BP,GO:0099537,trans-synaptic signaling,2.0954210685728887e-09,True,"""Cell-cell signaling in either direction across the synaptic cleft."" [GOC:dos]",715,9526,473,17847,0.049653579676674366,0.6615384615384615,query_1,['GO:0099536']
GO:CC,GO:0031090,organelle membrane,2.224546142982858e-09,True,"""A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."" [GOC:dos, GOC:mah]",3500,9954,2029,18842,0.20383765320474181,0.5797142857142857,query_1,"['GO:0016020', 'GO:0043227', 'GO:0044422']"
GO:MF,GO:0008324,cation transmembrane transporter activity,2.3189425280094988e-09,True,"""Enables the transfer of cation from one side of a membrane to the other."" [GOC:dgf, GOC:mtg_transport, ISBN:0815340729]",658,9781,440,18098,0.04498517533994479,0.668693009118541,query_1,['GO:0015075']
GO:BP,GO:0006082,organic acid metabolic process,2.468433581493984e-09,True,"""The chemical reactions and pathways involving organic acids, any acidic compound containing carbon in covalent linkage."" [ISBN:0198506732]",1186,9526,749,17847,0.07862691580936385,0.6315345699831366,query_1,"['GO:0044237', 'GO:0044281', 'GO:0071704']"
GO:CC,GO:0099568,cytoplasmic region,2.9856736288551133e-09,True,"""Any (proper) part of the cytoplasm of a single cell of sufficient size to still be considered cytoplasm\"""" [GOC:dos]",514,9954,346,18842,0.03475989551938919,0.6731517509727627,query_1,"['GO:0005737', 'GO:0044444']"
GO:BP,GO:0051960,regulation of nervous system development,3.2378481813794007e-09,True,"""Any process that modulates the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]",945,9526,608,17847,0.06382532017635943,0.6433862433862434,query_1,"['GO:2000026', 'GO:0007399']"
GO:BP,GO:0018193,peptidyl-amino acid modification,3.866415613051499e-09,True,"""The alteration of an amino acid residue in a peptide."" [GOC:mah]",1276,9526,800,17847,0.08398068444257821,0.6269592476489029,query_1,['GO:0006464']
GO:BP,GO:0010975,regulation of neuron projection development,4.172060037003337e-09,True,"""Any process that modulates the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:dph, GOC:tb]",509,9526,348,17847,0.03653159773252152,0.6836935166994106,query_1,"['GO:0045664', 'GO:0031175', 'GO:0120035']"
GO:MF,GO:0019904,protein domain specific binding,4.183955417884796e-09,True,"""Interacting selectively and non-covalently with a specific domain of a protein."" [GOC:go_curators]",708,9781,469,18098,0.04795010735098661,0.6624293785310734,query_1,['GO:0005515']
GO:BP,GO:0055085,transmembrane transport,4.24109176424921e-09,True,"""The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other."" [GOC:dph, GOC:jid]",1625,9526,1000,17847,0.10497585555322275,0.6153846153846154,query_1,['GO:0006810']
GO:BP,GO:0099536,synaptic signaling,4.3224844871923485e-09,True,"""Cell-cell signaling to, from or or within a synapse."" [GOC:dos]",734,9526,483,17847,0.050703338232206595,0.6580381471389646,query_1,['GO:0007267']
GO:BP,GO:0044085,cellular component biogenesis,5.018010007974588e-09,True,"""A process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component. Includes biosynthesis of constituent macromolecules, and those macromolecular modifications that are involved in synthesis or assembly of the cellular component."" [GOC:jl, GOC:mah]",3253,9526,1914,17847,0.20092378752886836,0.5883799569628035,query_1,['GO:0071840']
GO:BP,GO:0006810,transport,5.2716406507571776e-09,True,"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter, pore or motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]",5296,9526,3037,17847,0.31881167331513754,0.5734516616314199,query_1,['GO:0051234']
GO:CC,GO:0044430,cytoskeletal part,5.285992765992624e-09,True,"""Any constituent part of the cytoskeleton, a cellular scaffolding or skeleton that maintains cell shape, enables some cell motion (using structures such as flagella and cilia), and plays important roles in both intra-cellular transport (e.g. the movement of vesicles and organelles) and cellular division. Includes constituent parts of intermediate filaments, microfilaments, microtubules, and the microtrabecular lattice."" [GOC:jl]",1707,9954,1032,18842,0.10367691380349608,0.6045694200351494,query_1,"['GO:0044446', 'GO:0005856']"
GO:BP,GO:0045664,regulation of neuron differentiation,5.696391849483533e-09,True,"""Any process that modulates the frequency, rate or extent of neuron differentiation."" [GOC:go_curators]",671,9526,445,17847,0.04671425572118413,0.6631892697466468,query_1,"['GO:0050767', 'GO:0030182']"
GO:CC,GO:0098793,presynapse,6.33572387666079e-09,True,"""The part of a synapse that is part of the presynaptic cell."" [GOC:dos]",516,9954,346,18842,0.03475989551938919,0.6705426356589147,query_1,"['GO:0097458', 'GO:0044456']"
GO:BP,GO:0048667,cell morphogenesis involved in neuron differentiation,6.78197114246526e-09,True,"""The process in which the structures of a neuron are generated and organized. This process occurs while the initially relatively unspecialized cell is acquiring the specialized features of a neuron."" [GOC:dph, GOC:tb]",603,9526,404,17847,0.042410245643501994,0.6699834162520729,query_1,"['GO:0000904', 'GO:0048666']"
GO:CC,GO:0044441,ciliary part,8.133168990092312e-09,True,"""Any constituent part of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic (plasma) membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole."" [GOC:cilia, GOC:jl]",465,9954,315,18842,0.03164556962025317,0.6774193548387096,query_1,"['GO:0120038', 'GO:0005929', 'GO:0044422']"
GO:BP,GO:0070925,organelle assembly,8.385833372997125e-09,True,"""The aggregation, arrangement and bonding together of a set of components to form an organelle. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]",841,9526,545,17847,0.0572118412765064,0.6480380499405469,query_1,"['GO:0022607', 'GO:0006996']"
GO:BP,GO:0007268,chemical synaptic transmission,9.140422173071914e-09,True,"""The vesicular release of classical neurotransmitter molecules from a presynapse, across a chemical synapse, the subsequent activation of neurotransmitter receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse."" [GOC:jl, MeSH:D009435]",706,9526,465,17847,0.04881377283224858,0.6586402266288952,query_1,['GO:0098916']
GO:BP,GO:0098916,anterograde trans-synaptic signaling,9.140422173071914e-09,True,"""Cell-cell signaling from pre to post-synapse, across the synaptic cleft"" [GOC:dos]",706,9526,465,17847,0.04881377283224858,0.6586402266288952,query_1,['GO:0099537']
GO:BP,GO:0050790,regulation of catalytic activity,9.73045044146131e-09,True,"""Any process that modulates the activity of an enzyme."" [GOC:ai, GOC:ebc, GOC:vw]",2338,9526,1401,17847,0.14707117363006508,0.5992301112061591,query_1,['GO:0065009']
GO:BP,GO:0065009,regulation of molecular function,1.0426815076914764e-08,True,"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]",3013,9526,1778,17847,0.18664707117363005,0.5901095253899767,query_1,['GO:0065007']
GO:BP,GO:0048869,cellular developmental process,1.1532964655098031e-08,True,"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]",4470,9526,2582,17847,0.27104765903842115,0.5776286353467561,query_1,"['GO:0009987', 'GO:0032502']"
GO:CC,GO:0012506,vesicle membrane,1.2442936529627483e-08,True,"""The lipid bilayer surrounding any membrane-bounded vesicle in the cell."" [GOC:mah, GOC:vesicle]",798,9954,511,18842,0.051336146272855133,0.6403508771929824,query_1,"['GO:0031090', 'GO:0031982']"
GO:MF,GO:0051020,GTPase binding,1.3804439241207235e-08,True,"""Interacting selectively and non-covalently with a GTPase, any enzyme that catalyzes the hydrolysis of GTP."" [GOC:ai]",549,9781,371,18098,0.03793068193436254,0.6757741347905283,query_1,['GO:0019899']
GO:BP,GO:0034220,ion transmembrane transport,1.4178439029715703e-08,True,"""A process in which an ion is transported across a membrane."" [GOC:mah]",1174,9526,738,17847,0.0774721813982784,0.6286201022146508,query_1,"['GO:0055085', 'GO:0006811']"
GO:CC,GO:0031982,vesicle,1.5503530985499723e-08,True,"""Any small, fluid-filled, spherical organelle enclosed by membrane."" [GOC:mah, GOC:pz, GOC:vesicles]",3891,9954,2235,18842,0.2245328511151296,0.574402467232074,query_1,['GO:0043227']
GO:BP,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,1.5891721402574035e-08,True,"""A series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb, GOC:signaling]",733,9526,480,17847,0.050388410665546925,0.654843110504775,query_1,['GO:0007167']
GO:BP,GO:0048518,positive regulation of biological process,1.6617881464848123e-08,True,"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]",6290,9526,3572,17847,0.3749737560361117,0.5678855325914149,query_1,"['GO:0050789', 'GO:0008150']"
GO:BP,GO:0050767,regulation of neurogenesis,1.702437063956167e-08,True,"""Any process that modulates the frequency, rate or extent of neurogenesis, the generation of cells in the nervous system."" [GOC:ai]",840,9526,543,17847,0.057001889565399956,0.6464285714285715,query_1,"['GO:0051960', 'GO:0060284', 'GO:0022008', 'GO:0048699']"
GO:BP,GO:1905114,cell surface receptor signaling pathway involved in cell-cell signaling,1.721321097170664e-08,True,"""Any cell surface receptor signaling pathway that is involved in cell-cell signaling."" [GO_REF:0000060, GOC:TermGenie, ISBN:0-7167-3051-0]",624,9526,415,17847,0.04356498005458744,0.6650641025641025,query_1,"['GO:0007166', 'GO:0007267']"
GO:BP,GO:0030036,actin cytoskeleton organization,2.2016760060281946e-08,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:dph, GOC:jl, GOC:mah]",670,9526,442,17847,0.04639932815452446,0.6597014925373135,query_1,"['GO:0030029', 'GO:0007010']"
GO:BP,GO:0007017,microtubule-based process,2.904721998944448e-08,True,"""Any cellular process that depends upon or alters the microtubule cytoskeleton, that part of the cytoskeleton comprising microtubules and their associated proteins."" [GOC:mah]",762,9526,496,17847,0.05206802435439849,0.6509186351706037,query_1,['GO:0009987']
GO:CC,GO:0030659,cytoplasmic vesicle membrane,2.9676374654037857e-08,True,"""The lipid bilayer surrounding a cytoplasmic vesicle."" [GOC:mah]",777,9954,497,18842,0.04992967651195499,0.6396396396396397,query_1,"['GO:0012506', 'GO:0044433']"
GO:CC,GO:0005813,centrosome,3.465633025311046e-08,True,"""A structure comprised of a core structure (in most organisms, a pair of centrioles) and peripheral material from which a microtubule-based structure, such as a spindle apparatus, is organized. Centrosomes occur close to the nucleus during interphase in many eukaryotic cells, though in animal cells it changes continually during the cell-division cycle."" [GOC:mah, ISBN:0198547684]",519,9954,345,18842,0.034659433393610606,0.6647398843930635,query_1,['GO:0005815']
GO:BP,GO:0022604,regulation of cell morphogenesis,3.562820790030892e-08,True,"""Any process that modulates the frequency, rate or extent of cell morphogenesis. Cell morphogenesis is the developmental process in which the shape of a cell is generated and organized."" [GOC:isa_complete]",493,9526,335,17847,0.03516691161032962,0.6795131845841785,query_1,"['GO:0022603', 'GO:0051128', 'GO:0000902']"
GO:MF,GO:0019901,protein kinase binding,3.6377187261064295e-08,True,"""Interacting selectively and non-covalently with a protein kinase, any enzyme that catalyzes the transfer of a phosphate group, usually from ATP, to a protein substrate."" [GOC:jl]",653,9781,432,18098,0.0441672630610367,0.6615620214395099,query_1,['GO:0019900']
GO:MF,GO:0015291,secondary active transmembrane transporter activity,5.5629011443586345e-08,True,"""Enables the transfer of a solute from one side of a membrane to the other, up its concentration gradient. The transporter binds the solute and undergoes a series of conformational changes. Transport works equally well in either direction and is driven by a chemiosmotic source of energy, not direct ATP coupling. Secondary active transporters include symporters and antiporters."" [GOC:mtg_transport, ISBN:0198506732, ISBN:0815340729, PMID:10839820]",238,9781,176,18098,0.017994070135977917,0.7394957983193278,query_1,['GO:0022804']
GO:CC,GO:0034702,ion channel complex,5.792658550440672e-08,True,"""A protein complex that spans a membrane and forms a water-filled channel across the phospholipid bilayer allowing selective ion transport down its electrochemical gradient."" [GOC:mah, ISBN:071673706X]",302,9954,213,18842,0.021398432790837855,0.7052980132450332,query_1,['GO:1902495']
GO:BP,GO:0044281,small molecule metabolic process,5.905502638504138e-08,True,"""The chemical reactions and pathways involving small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:vw]",1991,9526,1200,17847,0.1259710266638673,0.6027122049221497,query_1,['GO:0008152']
GO:CC,GO:1902495,transmembrane transporter complex,6.49863467637889e-08,True,"""A transmembrane protein complex which enables the transfer of a substance from one side of a membrane to the other."" [GOC:bhm, GOC:TermGenie, PMID:18024586]",325,9954,227,18842,0.022804902551737994,0.6984615384615385,query_1,"['GO:1990351', 'GO:0016021', 'GO:0098796']"
GO:BP,GO:0006814,sodium ion transport,6.610683652833458e-08,True,"""The directed movement of sodium ions (Na+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",222,9526,166,17847,0.01742599202183498,0.7477477477477478,query_1,"['GO:0015672', 'GO:0030001']"
GO:BP,GO:0051239,regulation of multicellular organismal process,7.364739792738365e-08,True,"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]",3300,9526,1930,17847,0.20260340121771991,0.5848484848484848,query_1,"['GO:0050789', 'GO:0032501']"
GO:BP,GO:0032879,regulation of localization,7.737084344038509e-08,True,"""Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."" [GOC:mah]",2893,9526,1704,17847,0.1788788578626916,0.5890079502246802,query_1,"['GO:0051179', 'GO:0050789']"
GO:BP,GO:0035725,sodium ion transmembrane transport,8.266891908341977e-08,True,"""A process in which a sodium ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."" [GOC:vw]",143,9526,114,17847,0.011967247533067394,0.7972027972027972,query_1,"['GO:0098662', 'GO:0006814']"
GO:BP,GO:0006811,ion transport,8.34753873717082e-08,True,"""The directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",1717,9526,1044,17847,0.10959479319756456,0.6080372743156669,query_1,['GO:0006810']
GO:BP,GO:0007167,enzyme linked receptor protein signaling pathway,8.467411615023643e-08,True,"""Any series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, ISBN:0815316194]",1062,9526,669,17847,0.07022884736510603,0.6299435028248588,query_1,['GO:0007166']
GO:MF,GO:0005216,ion channel activity,1.0772846506916544e-07,True,"""Enables the facilitated diffusion of an ion (by an energy-independent process) by passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism. May be either selective (it enables passage of a specific ion only) or non-selective (it enables passage of two or more ions of same charge but different size)."" [GOC:cy, GOC:mtg_transport, GOC:pr, ISBN:0815340729]",420,9781,289,18098,0.029547081075554645,0.6880952380952381,query_1,"['GO:0015267', 'GO:0015318', 'GO:0015075']"
GO:MF,GO:0035091,phosphatidylinositol binding,1.1710038884786945e-07,True,"""Interacting selectively and non-covalently with any inositol-containing glycerophospholipid, i.e. phosphatidylinositol (PtdIns) and its phosphorylated derivatives."" [GOC:bf, ISBN:0198506732, PMID:11395417]",244,9781,179,18098,0.01830078724056845,0.7336065573770492,query_1,['GO:0005543']
GO:BP,GO:0033043,regulation of organelle organization,1.2431226702455175e-07,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]",1284,9526,796,17847,0.08356078102036532,0.6199376947040498,query_1,"['GO:0051128', 'GO:0006996']"
GO:BP,GO:0034330,cell junction organization,1.6061638288630425e-07,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell junction. A cell junction is a specialized region of connection between two cells or between a cell and the extracellular matrix."" [GOC:dph, GOC:jl, GOC:mah]",293,9526,210,17847,0.022044929666176778,0.7167235494880546,query_1,['GO:0016043']
GO:BP,GO:0030154,cell differentiation,1.639775987260546e-07,True,"""The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."" [ISBN:0198506732]",4279,9526,2466,17847,0.25887045979424733,0.5763028745033887,query_1,['GO:0048869']
GO:MF,GO:0022890,inorganic cation transmembrane transporter activity,1.6463397011613787e-07,True,"""Enables the transfer of inorganic cations from one side of a membrane to the other. Inorganic cations are atoms or small molecules with a positive charge that do not contain carbon in covalent linkage."" [GOC:ai, GOC:mtg_transport, ISBN:0815340729]",606,9781,401,18098,0.04099785298026787,0.6617161716171617,query_1,"['GO:0008324', 'GO:0015318']"
GO:BP,GO:0010604,positive regulation of macromolecule metabolic process,1.8664075503880178e-07,True,"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",3397,9526,1980,17847,0.20785219399538107,0.5828672357962909,query_1,"['GO:0009893', 'GO:0060255', 'GO:0043170']"
GO:MF,GO:0005543,phospholipid binding,2.1402526638881e-07,True,"""Interacting selectively and non-covalently with phospholipids, a class of lipids containing phosphoric acid as a mono- or diester."" [ISBN:0198506732]",425,9781,291,18098,0.02975155914528167,0.6847058823529412,query_1,"['GO:0008289', 'GO:0043168']"
GO:BP,GO:0042391,regulation of membrane potential,2.2150895372695741e-07,True,"""Any process that modulates the establishment or extent of a membrane potential, the electric potential existing across any membrane arising from charges in the membrane itself and from the charges present in the media on either side of the membrane."" [GOC:jl, GOC:mtg_cardio, GOC:tb, ISBN:0198506732]",435,9526,297,17847,0.03117782909930716,0.6827586206896552,query_1,['GO:0065008']
GO:CC,GO:0048471,perinuclear region of cytoplasm,2.258175115912907e-07,True,"""Cytoplasm situated near, or occurring around, the nucleus."" [GOC:jid]",712,9954,455,18842,0.04571026722925457,0.6390449438202247,query_1,['GO:0044444']
GO:CC,GO:1990351,transporter complex,2.585769070422219e-07,True,"""A protein complex facilitating transport of molecules (proteins, small molecules, nucleic acids) into, out of or within a cell, or between cells."" [GOC:bhm, PMID:15449578]",333,9954,230,18842,0.02310628892907374,0.6906906906906907,query_1,['GO:0032991']
GO:BP,GO:0099003,vesicle-mediated transport in synapse,2.6111221543435344e-07,True,"""Any vesicle-mediated transport that occurs in a synapse"" [GOC:dos]",218,9526,162,17847,0.017006088599622087,0.7431192660550459,query_1,['GO:0016192']
GO:CC,GO:0005911,cell-cell junction,2.6908198044226534e-07,True,"""A cell junction that forms a connection between two or more cells in a multicellular organism; excludes direct cytoplasmic junctions such as ring canals."" [GOC:dgh, GOC:hb, GOC:mah]",466,9954,310,18842,0.031143258991360258,0.6652360515021459,query_1,['GO:0030054']
GO:BP,GO:0048731,system development,3.3789885893874916e-07,True,"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]",4967,9526,2839,17847,0.2980264539155994,0.5715723776927722,query_1,"['GO:0007275', 'GO:0048856']"
GO:BP,GO:0050804,modulation of chemical synaptic transmission,3.4254806982320834e-07,True,"""Any process that modulates the frequency or amplitude of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse.  Amplitude, in this case, refers to the change in postsynaptic membrane potential due to a single instance of synaptic transmission."" [GOC:ai]",446,9526,303,17847,0.0318076842326265,0.679372197309417,query_1,"['GO:0099177', 'GO:0007268']"
GO:BP,GO:0009790,embryo development,3.46936001343248e-07,True,"""The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]",1028,9526,646,17847,0.0678144026873819,0.6284046692607004,query_1,['GO:0007275']
GO:BP,GO:0009887,animal organ morphogenesis,3.536423902683068e-07,True,"""Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dgh, GOC:go_curators, ISBN:0471245208, ISBN:0721662544]",1080,9526,676,17847,0.07096367835397858,0.6259259259259259,query_1,"['GO:0009653', 'GO:0048513']"
GO:MF,GO:0050839,cell adhesion molecule binding,3.543622471136946e-07,True,"""Interacting selectively and non-covalently with a cell adhesion molecule."" [GOC:ai]",502,9781,337,18098,0.03445455474900317,0.6713147410358565,query_1,['GO:0005515']
GO:CC,GO:0099240,intrinsic component of synaptic membrane,3.566897817775578e-07,True,"""The component of the synaptic membrane consisting of the gene products and protein complexes having either part of their peptide sequence embedded in the hydrophobic region of the membrane or some other covalently attached group such as a GPI anchor that is similarly embedded in the membrane."" [GOC:dos, GOC:mah]",170,9954,128,18842,0.01285915209965843,0.7529411764705882,query_1,"['GO:0097060', 'GO:0031226', 'GO:0044456']"
GO:CC,GO:0031253,cell projection membrane,3.8595375816114787e-07,True,"""The portion of the plasma membrane surrounding a plasma membrane bounded cell surface projection."" [GOC:mah] {comment=""GOC:krc""}",329,9954,227,18842,0.022804902551737994,0.6899696048632219,query_1,"['GO:0120038', 'GO:0098590']"
GO:MF,GO:0042623,"ATPase activity, coupled",3.865538368007248e-07,True,"""Catalysis of the reaction: ATP + H2O = ADP + phosphate; this reaction directly drives some other reaction, for example ion transport across a membrane."" [EC:3.6.1.3, GOC:jl]",289,9781,206,18098,0.021061241181883242,0.71280276816609,query_1,['GO:0016887']
GO:BP,GO:0016310,phosphorylation,3.883022452349418e-07,True,"""The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide."" [ISBN:0198506732]",2462,9526,1458,17847,0.15305479739659877,0.5922014622258327,query_1,['GO:0006796']
GO:MF,GO:0015081,sodium ion transmembrane transporter activity,4.0642799535218793e-07,True,"""Enables the transfer of sodium ions (Na+) from one side of a membrane to the other."" [GOC:ai, GOC:BHF]",155,9781,120,18098,0.012268684183621306,0.7741935483870968,query_1,"['GO:0015077', 'GO:0046873']"
GO:BP,GO:0009893,positive regulation of metabolic process,4.848442212688909e-07,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",3676,9526,2130,17847,0.22359857232836447,0.5794341675734495,query_1,"['GO:0008152', 'GO:0019222', 'GO:0048518']"
GO:BP,GO:0099177,regulation of trans-synaptic signaling,5.036262002349932e-07,True,"""Any process that modulates the frequency, rate or extent of trans-synaptic signaling."" [GOC:dos]",447,9526,303,17847,0.0318076842326265,0.6778523489932886,query_1,"['GO:0010646', 'GO:0099537', 'GO:0023051']"
