source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0006810,transport,8.717958128056191e-10,True,"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter, pore or motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]",5296,9637,3077,17847,0.3192902355504825,0.5810045317220544,query_1,['GO:0051234']
GO:CC,GO:0005887,integral component of plasma membrane,8.963830043696676e-10,True,"""The component of the plasma membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."" [GOC:dos, GOC:go_curators]",1668,10070,1025,18842,0.10178748758689175,0.6145083932853717,query_1,"['GO:0031226', 'GO:0016021']"
GO:BP,GO:0099536,synaptic signaling,9.329713312543564e-10,True,"""Cell-cell signaling to, from or or within a synapse."" [GOC:dos]",734,9637,490,17847,0.050845698868942614,0.667574931880109,query_1,['GO:0007267']
GO:CC,GO:0070161,anchoring junction,1.0926412912511976e-09,True,"""A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix."" [ISBN:0815332181]",561,10070,379,18842,0.037636544190665346,0.6755793226381461,query_1,['GO:0030054']
GO:CC,GO:0031982,vesicle,1.210081083765846e-09,True,"""Any small, fluid-filled, spherical organelle enclosed by membrane."" [GOC:mah, GOC:pz, GOC:vesicles]",3891,10070,2269,18842,0.2253227408142999,0.5831405808275507,query_1,['GO:0043227']
GO:BP,GO:0019752,carboxylic acid metabolic process,1.4462120571334064e-09,True,"""The chemical reactions and pathways involving carboxylic acids, any organic acid containing one or more carboxyl (COOH) groups or anions (COO-)."" [ISBN:0198506732]",1075,9637,692,17847,0.07180657881083324,0.6437209302325582,query_1,['GO:0043436']
GO:BP,GO:0048869,cellular developmental process,1.7221535374282299e-09,True,"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]",4470,9637,2617,17847,0.27155753865310783,0.5854586129753915,query_1,"['GO:0009987', 'GO:0032502']"
GO:BP,GO:0098916,anterograde trans-synaptic signaling,1.7804665801209779e-09,True,"""Cell-cell signaling from pre to post-synapse, across the synaptic cleft"" [GOC:dos]",706,9637,472,17847,0.048977897686001866,0.6685552407932012,query_1,['GO:0099537']
GO:BP,GO:0007268,chemical synaptic transmission,1.7804665801209779e-09,True,"""The vesicular release of classical neurotransmitter molecules from a presynapse, across a chemical synapse, the subsequent activation of neurotransmitter receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse."" [GOC:jl, MeSH:D009435]",706,9637,472,17847,0.048977897686001866,0.6685552407932012,query_1,['GO:0098916']
GO:BP,GO:0099003,vesicle-mediated transport in synapse,1.962761980670962e-09,True,"""Any vesicle-mediated transport that occurs in a synapse"" [GOC:dos]",218,9637,168,17847,0.017432811040780326,0.7706422018348624,query_1,['GO:0016192']
GO:MF,GO:0019900,kinase binding,2.094612536536939e-09,True,"""Interacting selectively and non-covalently with a kinase, any enzyme that catalyzes the transfer of a phosphate group."" [GOC:jl]",733,9902,490,18098,0.04948495253484145,0.6684856753069577,query_1,['GO:0019899']
GO:MF,GO:0005215,transporter activity,2.097740516263131e-09,True,"""Enables the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells."" [GOC:ai, GOC:dgf]",1215,9902,778,18098,0.07856998586144213,0.6403292181069958,query_1,['GO:0003674']
GO:MF,GO:0017016,Ras GTPase binding,2.5855656644274643e-09,True,"""Interacting selectively and non-covalently with any member of the Ras superfamily of monomeric GTPases."" [GOC:mah]",431,9902,304,18098,0.030700868511411836,0.7053364269141531,query_1,['GO:0031267']
GO:CC,GO:0031090,organelle membrane,3.0653494496044776e-09,True,"""A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."" [GOC:dos, GOC:mah]",3500,10070,2049,18842,0.20347567030784508,0.5854285714285714,query_1,"['GO:0016020', 'GO:0043227', 'GO:0044422']"
GO:MF,GO:0046873,metal ion transmembrane transporter activity,3.0787643883769427e-09,True,"""Enables the transfer of metal ions from one side of a membrane to the other."" [GOC:ai]",449,9902,315,18098,0.0318117552009695,0.7015590200445434,query_1,['GO:0022890']
GO:BP,GO:0007267,cell-cell signaling,3.978798643272528e-09,True,"""Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell.  Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions."" [GOC:dos, GOC:mah]",1679,9637,1041,17847,0.10802116841340666,0.620011911852293,query_1,"['GO:0007154', 'GO:0023052']"
GO:BP,GO:0051960,regulation of nervous system development,4.197863949008561e-09,True,"""Any process that modulates the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]",945,9637,613,17847,0.06360900695237107,0.6486772486772486,query_1,"['GO:2000026', 'GO:0007399']"
GO:BP,GO:0043436,oxoacid metabolic process,4.34804782629744e-09,True,"""The chemical reactions and pathways involving any oxoacid; an oxoacid is a compound which contains oxygen, at least one other element, and at least one hydrogen bound to oxygen, and which produces a conjugate base by loss of positive hydrogen ion(s) (hydrons)."" [CHEBI:24833]",1166,9637,743,17847,0.0770986821624987,0.6372212692967409,query_1,['GO:0006082']
GO:MF,GO:0051020,GTPase binding,5.617722179051109e-09,True,"""Interacting selectively and non-covalently with a GTPase, any enzyme that catalyzes the hydrolysis of GTP."" [GOC:ai]",549,9902,376,18098,0.03797212684306201,0.6848816029143898,query_1,['GO:0019899']
GO:MF,GO:0019904,protein domain specific binding,5.681293706664046e-09,True,"""Interacting selectively and non-covalently with a specific domain of a protein."" [GOC:go_curators]",708,9902,473,18098,0.0477681276509796,0.6680790960451978,query_1,['GO:0005515']
GO:BP,GO:0006082,organic acid metabolic process,5.90291002422202e-09,True,"""The chemical reactions and pathways involving organic acids, any acidic compound containing carbon in covalent linkage."" [ISBN:0198506732]",1186,9637,754,17847,0.07824011621874027,0.6357504215851602,query_1,"['GO:0044237', 'GO:0044281', 'GO:0071704']"
GO:MF,GO:0022857,transmembrane transporter activity,6.966662277328937e-09,True,"""Enables the transfer of a substance, usually a specific substance or a group of related substances, from one side of a membrane to the other."" [GOC:jid, GOC:mtg_transport, ISBN:0815340729]",1066,9902,687,18098,0.06937992324782873,0.6444652908067542,query_1,['GO:0005215']
GO:BP,GO:0018193,peptidyl-amino acid modification,7.4013941680493766e-09,True,"""The alteration of an amino acid residue in a peptide."" [GOC:mah]",1276,9637,806,17847,0.08363598630279133,0.6316614420062696,query_1,['GO:0006464']
GO:MF,GO:0008324,cation transmembrane transporter activity,8.118934262561275e-09,True,"""Enables the transfer of cation from one side of a membrane to the other."" [GOC:dgf, GOC:mtg_transport, ISBN:0815340729]",658,9902,442,18098,0.044637446980407995,0.6717325227963525,query_1,['GO:0015075']
GO:BP,GO:0022604,regulation of cell morphogenesis,8.438686686676016e-09,True,"""Any process that modulates the frequency, rate or extent of cell morphogenesis. Cell morphogenesis is the developmental process in which the shape of a cell is generated and organized."" [GOC:isa_complete]",493,9637,340,17847,0.03528068901110304,0.6896551724137931,query_1,"['GO:0022603', 'GO:0051128', 'GO:0000902']"
GO:BP,GO:0034220,ion transmembrane transport,9.004741495509467e-09,True,"""A process in which an ion is transported across a membrane."" [GOC:mah]",1174,9637,746,17847,0.07740998235965549,0.6354344122657581,query_1,"['GO:0055085', 'GO:0006811']"
GO:BP,GO:0030029,actin filament-based process,9.195345781936407e-09,True,"""Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins."" [GOC:mah]",771,9637,508,17847,0.05271350005188337,0.6588845654993515,query_1,['GO:0009987']
GO:BP,GO:0042391,regulation of membrane potential,9.980153608023556e-09,True,"""Any process that modulates the establishment or extent of a membrane potential, the electric potential existing across any membrane arising from charges in the membrane itself and from the charges present in the media on either side of the membrane."" [GOC:jl, GOC:mtg_cardio, GOC:tb, ISBN:0198506732]",435,9637,304,17847,0.03154508664522154,0.6988505747126437,query_1,['GO:0065008']
GO:CC,GO:0012506,vesicle membrane,1.0758095818054953e-08,True,"""The lipid bilayer surrounding any membrane-bounded vesicle in the cell."" [GOC:mah, GOC:vesicle]",798,10070,516,18842,0.05124131082423039,0.6466165413533834,query_1,"['GO:0031090', 'GO:0031982']"
GO:MF,GO:0035091,phosphatidylinositol binding,1.2360183613846954e-08,True,"""Interacting selectively and non-covalently with any inositol-containing glycerophospholipid, i.e. phosphatidylinositol (PtdIns) and its phosphorylated derivatives."" [GOC:bf, ISBN:0198506732, PMID:11395417]",244,9902,183,18098,0.01848111492627752,0.75,query_1,['GO:0005543']
GO:BP,GO:0010975,regulation of neuron projection development,1.4313610045698043e-08,True,"""Any process that modulates the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:dph, GOC:tb]",509,9637,349,17847,0.03621458960257341,0.6856581532416502,query_1,"['GO:0045664', 'GO:0031175', 'GO:0120035']"
GO:BP,GO:0048667,cell morphogenesis involved in neuron differentiation,1.6135637520444098e-08,True,"""The process in which the structures of a neuron are generated and organized. This process occurs while the initially relatively unspecialized cell is acquiring the specialized features of a neuron."" [GOC:dph, GOC:tb]",603,9637,406,17847,0.042129293348552456,0.6733001658374793,query_1,"['GO:0000904', 'GO:0048666']"
GO:BP,GO:0050767,regulation of neurogenesis,1.6184438483213564e-08,True,"""Any process that modulates the frequency, rate or extent of neurogenesis, the generation of cells in the nervous system."" [GOC:ai]",840,9637,548,17847,0.05686416934730725,0.6523809523809524,query_1,"['GO:0051960', 'GO:0060284', 'GO:0022008', 'GO:0048699']"
GO:BP,GO:0045664,regulation of neuron differentiation,1.6360548552840096e-08,True,"""Any process that modulates the frequency, rate or extent of neuron differentiation."" [GOC:go_curators]",671,9637,447,17847,0.04638372937636194,0.6661698956780924,query_1,"['GO:0050767', 'GO:0030182']"
GO:BP,GO:0010604,positive regulation of macromolecule metabolic process,1.6664270919646742e-08,True,"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",3397,9637,2010,17847,0.20857113209505032,0.59169855755078,query_1,"['GO:0009893', 'GO:0060255', 'GO:0043170']"
GO:CC,GO:0015629,actin cytoskeleton,1.690049419739034e-08,True,"""The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes."" [GOC:jl, ISBN:0395825172, ISBN:0815316194]",517,10070,348,18842,0.03455809334657398,0.6731141199226306,query_1,['GO:0005856']
GO:BP,GO:0060341,regulation of cellular localization,1.7997783379264753e-08,True,"""Any process that modulates the frequency, rate or extent of a process in which a cell, a substance, or a cellular entity is transported to, or maintained in a specific location within or in the membrane of a cell."" [GOC:dph, GOC:tb]",918,9637,594,17847,0.061637439037044724,0.6470588235294118,query_1,"['GO:0032879', 'GO:0051641']"
GO:BP,GO:0051239,regulation of multicellular organismal process,1.9902701069796663e-08,True,"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]",3300,9637,1955,17847,0.20286396181384247,0.5924242424242424,query_1,"['GO:0050789', 'GO:0032501']"
GO:BP,GO:0032879,regulation of localization,2.2337164206239003e-08,True,"""Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."" [GOC:mah]",2893,9637,1726,17847,0.17910138009754073,0.5966125129623229,query_1,"['GO:0051179', 'GO:0050789']"
GO:MF,GO:0005543,phospholipid binding,2.4591540033164028e-08,True,"""Interacting selectively and non-covalently with phospholipids, a class of lipids containing phosphoric acid as a mono- or diester."" [ISBN:0198506732]",425,9902,297,18098,0.029993940618056956,0.6988235294117647,query_1,"['GO:0008289', 'GO:0043168']"
GO:CC,GO:0005929,cilium,2.7752318757144876e-08,True,"""A specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface and of some cytoplasmic parts. Each cilium is largely bounded by an extrusion of the cytoplasmic (plasma) membrane, and contains a regular longitudinal array of microtubules, anchored to a basal body."" [GOC:cilia, GOC:curators, GOC:kmv, GOC:vw, ISBN:0198547684, PMID:16824949, PMID:17009929, PMID:20144998]",627,10070,413,18842,0.041012909632571995,0.6586921850079744,query_1,"['GO:0043226', 'GO:0120025']"
GO:BP,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,3.080256139740017e-08,True,"""A series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb, GOC:signaling]",733,9637,483,17847,0.050119331742243436,0.6589358799454298,query_1,['GO:0007167']
GO:BP,GO:0006811,ion transport,3.246950363561464e-08,True,"""The directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",1717,9637,1057,17847,0.10968143613157622,0.615608619685498,query_1,['GO:0006810']
GO:MF,GO:0050839,cell adhesion molecule binding,3.7340094866142096e-08,True,"""Interacting selectively and non-covalently with a cell adhesion molecule."" [GOC:ai]",502,9902,344,18098,0.03474045647343971,0.6852589641434262,query_1,['GO:0005515']
GO:BP,GO:0048731,system development,3.972820499483452e-08,True,"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]",4967,9637,2879,17847,0.29874442253813427,0.579625528488021,query_1,"['GO:0007275', 'GO:0048856']"
GO:BP,GO:0007167,enzyme linked receptor protein signaling pathway,3.982462988288737e-08,True,"""Any series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, ISBN:0815316194]",1062,9637,677,17847,0.07025007782504929,0.6374764595103578,query_1,['GO:0007166']
GO:MF,GO:0019901,protein kinase binding,4.084306254793405e-08,True,"""Interacting selectively and non-covalently with a protein kinase, any enzyme that catalyzes the transfer of a phosphate group, usually from ATP, to a protein substrate."" [GOC:jl]",653,9902,436,18098,0.04403150878610382,0.667687595712098,query_1,['GO:0019900']
GO:MF,GO:0005216,ion channel activity,4.474464696184247e-08,True,"""Enables the facilitated diffusion of an ion (by an energy-independent process) by passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism. May be either selective (it enables passage of a specific ion only) or non-selective (it enables passage of two or more ions of same charge but different size)."" [GOC:cy, GOC:mtg_transport, GOC:pr, ISBN:0815340729]",420,9902,293,18098,0.02958998182185417,0.6976190476190476,query_1,"['GO:0015267', 'GO:0015318', 'GO:0015075']"
GO:CC,GO:0034702,ion channel complex,4.584415274173973e-08,True,"""A protein complex that spans a membrane and forms a water-filled channel across the phospholipid bilayer allowing selective ion transport down its electrochemical gradient."" [GOC:mah, ISBN:071673706X]",302,10070,215,18842,0.02135054617676266,0.7119205298013245,query_1,['GO:1902495']
GO:BP,GO:0030154,cell differentiation,5.1776559331922946e-08,True,"""The process in which relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."" [ISBN:0198506732]",4279,9637,2497,17847,0.2591055307668362,0.583547557840617,query_1,['GO:0048869']
GO:BP,GO:0035725,sodium ion transmembrane transport,5.700683337823126e-08,True,"""A process in which a sodium ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."" [GOC:vw]",143,9637,115,17847,0.011933174224343675,0.8041958041958042,query_1,"['GO:0098662', 'GO:0006814']"
GO:CC,GO:1902495,transmembrane transporter complex,5.7687214644243507e-08,True,"""A transmembrane protein complex which enables the transfer of a substance from one side of a membrane to the other."" [GOC:bhm, GOC:TermGenie, PMID:18024586]",325,10070,229,18842,0.022740814299900696,0.7046153846153846,query_1,"['GO:1990351', 'GO:0016021', 'GO:0098796']"
GO:BP,GO:0070925,organelle assembly,5.7963360791411936e-08,True,"""The aggregation, arrangement and bonding together of a set of components to form an organelle. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]",841,9637,546,17847,0.05665663588253606,0.6492271105826397,query_1,"['GO:0022607', 'GO:0006996']"
GO:BP,GO:0009893,positive regulation of metabolic process,5.8778166956280655e-08,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",3676,9637,2161,17847,0.2242399086852755,0.5878672470076169,query_1,"['GO:0008152', 'GO:0019222', 'GO:0048518']"
GO:BP,GO:0007017,microtubule-based process,6.034157604327974e-08,True,"""Any cellular process that depends upon or alters the microtubule cytoskeleton, that part of the cytoskeleton comprising microtubules and their associated proteins."" [GOC:mah]",762,9637,499,17847,0.051779599460412995,0.6548556430446194,query_1,['GO:0009987']
GO:CC,GO:0044430,cytoskeletal part,6.159321739496628e-08,True,"""Any constituent part of the cytoskeleton, a cellular scaffolding or skeleton that maintains cell shape, enables some cell motion (using structures such as flagella and cilia), and plays important roles in both intra-cellular transport (e.g. the movement of vesicles and organelles) and cellular division. Includes constituent parts of intermediate filaments, microfilaments, microtubules, and the microtrabecular lattice."" [GOC:jl]",1707,10070,1035,18842,0.10278053624627606,0.6063268892794376,query_1,"['GO:0044446', 'GO:0005856']"
GO:CC,GO:0030659,cytoplasmic vesicle membrane,6.38112213147521e-08,True,"""The lipid bilayer surrounding a cytoplasmic vesicle."" [GOC:mah]",777,10070,500,18842,0.04965243296921549,0.6435006435006435,query_1,"['GO:0012506', 'GO:0044433']"
GO:BP,GO:0050804,modulation of chemical synaptic transmission,6.75083718412307e-08,True,"""Any process that modulates the frequency or amplitude of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse.  Amplitude, in this case, refers to the change in postsynaptic membrane potential due to a single instance of synaptic transmission."" [GOC:ai]",446,9637,308,17847,0.03196015357476393,0.6905829596412556,query_1,"['GO:0099177', 'GO:0007268']"
GO:BP,GO:0031323,regulation of cellular metabolic process,7.078932994285059e-08,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]",6285,9637,3601,17847,0.37366400332053545,0.5729514717581543,query_1,"['GO:0050794', 'GO:0019222', 'GO:0044237']"
GO:BP,GO:0034613,cellular protein localization,7.43465392378398e-08,True,"""Any process in which a protein is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell."" [GOC:mah]",1945,9637,1185,17847,0.12296357787693266,0.609254498714653,query_1,"['GO:0008104', 'GO:0070727']"
GO:BP,GO:0006814,sodium ion transport,7.803069330574164e-08,True,"""The directed movement of sodium ions (Na+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",222,9637,167,17847,0.017329044308394728,0.7522522522522522,query_1,"['GO:0015672', 'GO:0030001']"
GO:BP,GO:0051173,positive regulation of nitrogen compound metabolic process,9.698075618218287e-08,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]",3209,9637,1898,17847,0.19694925806786345,0.5914615144904954,query_1,"['GO:0006807', 'GO:0009893', 'GO:0051171']"
GO:BP,GO:0099177,regulation of trans-synaptic signaling,1.0147535262076139e-07,True,"""Any process that modulates the frequency, rate or extent of trans-synaptic signaling."" [GOC:dos]",447,9637,308,17847,0.03196015357476393,0.6890380313199105,query_1,"['GO:0010646', 'GO:0099537', 'GO:0023051']"
GO:BP,GO:0099504,synaptic vesicle cycle,1.1252768126648388e-07,True,"""A biological process in which synaptic vesicles are loaded with neurotransmitters, move to the active zone, exocytose and are then recycled via endocytosis, ultimately leading to reloading with neurotransmitters."" [GOC:aruk, GOC:bc, PMID:15217342]",198,9637,151,17847,0.015668776590225173,0.7626262626262627,query_1,"['GO:0099003', 'GO:0051649']"
GO:CC,GO:0005911,cell-cell junction,1.2254009225703154e-07,True,"""A cell junction that forms a connection between two or more cells in a multicellular organism; excludes direct cytoplasmic junctions such as ring canals."" [GOC:dgh, GOC:hb, GOC:mah]",466,10070,314,18842,0.03118172790466733,0.6738197424892703,query_1,['GO:0030054']
GO:CC,GO:0016324,apical plasma membrane,1.2979416988329385e-07,True,"""The region of the plasma membrane located at the apical end of the cell."" [GOC:curators]",330,10070,231,18842,0.022939424031777556,0.7,query_1,"['GO:0045177', 'GO:0098590']"
GO:BP,GO:0031325,positive regulation of cellular metabolic process,1.4586318492661772e-07,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]",3353,9637,1977,17847,0.20514682992632563,0.5896212347151805,query_1,"['GO:0031323', 'GO:0009893', 'GO:0048522', 'GO:0044237']"
GO:BP,GO:0009790,embryo development,1.5134243729335128e-07,True,"""The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]",1028,9637,654,17847,0.06786344298018056,0.6361867704280155,query_1,['GO:0007275']
GO:CC,GO:0048471,perinuclear region of cytoplasm,1.5233803354393296e-07,True,"""Cytoplasm situated near, or occurring around, the nucleus."" [GOC:jid]",712,10070,460,18842,0.04568023833167825,0.6460674157303371,query_1,['GO:0044444']
GO:BP,GO:0070727,cellular macromolecule localization,1.5413278291886076e-07,True,"""Any process in which a macromolecule is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell."" [GOC:mah]",1956,9637,1189,17847,0.12337864480647505,0.6078732106339468,query_1,"['GO:0051641', 'GO:0033036']"
GO:CC,GO:0044441,ciliary part,1.5610393471024303e-07,True,"""Any constituent part of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic (plasma) membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole."" [GOC:cilia, GOC:jl]",465,10070,313,18842,0.031082423038728896,0.6731182795698925,query_1,"['GO:0120038', 'GO:0005929', 'GO:0044422']"
GO:BP,GO:0030036,actin cytoskeleton organization,1.7898271910536833e-07,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:dph, GOC:jl, GOC:mah]",670,9637,442,17847,0.04586489571443395,0.6597014925373135,query_1,"['GO:0030029', 'GO:0007010']"
GO:BP,GO:0009887,animal organ morphogenesis,1.7977325762116074e-07,True,"""Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dgh, GOC:go_curators, ISBN:0471245208, ISBN:0721662544]",1080,9637,684,17847,0.07097644495174847,0.6333333333333333,query_1,"['GO:0009653', 'GO:0048513']"
GO:BP,GO:1905114,cell surface receptor signaling pathway involved in cell-cell signaling,2.2649819496466257e-07,True,"""Any cell surface receptor signaling pathway that is involved in cell-cell signaling."" [GO_REF:0000060, GOC:TermGenie, ISBN:0-7167-3051-0]",624,9637,414,17847,0.04295942720763723,0.6634615384615384,query_1,"['GO:0007166', 'GO:0007267']"
GO:CC,GO:1990351,transporter complex,2.3994688694607826e-07,True,"""A protein complex facilitating transport of molecules (proteins, small molecules, nucleic acids) into, out of or within a cell, or between cells."" [GOC:bhm, PMID:15449578]",333,10070,232,18842,0.02303872889771599,0.6966966966966966,query_1,['GO:0032991']
GO:BP,GO:0007155,cell adhesion,2.477428614827421e-07,True,"""The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules."" [GOC:hb, GOC:pf]",1421,9637,881,17847,0.09141849123171111,0.6199859254046446,query_1,['GO:0022610']
GO:BP,GO:0022610,biological adhesion,2.510744527437175e-07,True,"""The attachment of a cell or organism to a substrate, another cell, or other organism. Biological adhesion includes intracellular attachment between membrane regions."" [GOC:isa_complete]",1428,9637,885,17847,0.0918335581612535,0.6197478991596639,query_1,['GO:0008150']
GO:MF,GO:0022890,inorganic cation transmembrane transporter activity,2.681308471646347e-07,True,"""Enables the transfer of inorganic cations from one side of a membrane to the other. Inorganic cations are atoms or small molecules with a positive charge that do not contain carbon in covalent linkage."" [GOC:ai, GOC:mtg_transport, ISBN:0815340729]",606,9902,404,18098,0.04079983841648152,0.6666666666666666,query_1,"['GO:0008324', 'GO:0015318']"
GO:BP,GO:0006820,anion transport,3.108020564809804e-07,True,"""The directed movement of anions, atoms or small molecules with a net negative charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",645,9637,426,17847,0.0442046279962644,0.6604651162790698,query_1,['GO:0006811']
GO:BP,GO:0007166,cell surface receptor signaling pathway,3.2006423501420006e-07,True,"""A series of molecular signals initiated by activation of a receptor on the surface of a cell. The pathway begins with binding of an extracellular ligand to a cell surface receptor, or for receptors that signal in the absence of a ligand, by ligand-withdrawal or the activity of a constitutively active receptor. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:mah, GOC:pr, GOC:signaling]",3128,9637,1848,17847,0.1917609214485836,0.5907928388746803,query_1,['GO:0007165']
GO:BP,GO:0051336,regulation of hydrolase activity,3.253052123345967e-07,True,"""Any process that modulates the frequency, rate or extent of hydrolase activity, the catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3."" [EC:3.-.-.-, GOC:ai]",1289,9637,804,17847,0.08342845283802013,0.6237393328161366,query_1,['GO:0050790']
GO:CC,GO:0005813,centrosome,3.5514772093037277e-07,True,"""A structure comprised of a core structure (in most organisms, a pair of centrioles) and peripheral material from which a microtubule-based structure, such as a spindle apparatus, is organized. Centrosomes occur close to the nucleus during interphase in many eukaryotic cells, though in animal cells it changes continually during the cell-division cycle."" [GOC:mah, ISBN:0198547684]",519,10070,344,18842,0.034160873882820256,0.6628131021194605,query_1,['GO:0005815']
GO:BP,GO:0060284,regulation of cell development,3.9013083803987146e-07,True,"""Any process that modulates the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:dph, GOC:tb]",972,9637,619,17847,0.06423160734668465,0.6368312757201646,query_1,"['GO:0048468', 'GO:0045595']"
