incoming,converted,n_incoming,n_converted,name,description,namespaces,query
MIR378D1,None,5275,1,None,None,,query_1
JAKMIP1,152789,5276,1,JAKMIP1,janus kinase and microtubule interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:26460],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC02495,None,5277,1,None,None,,query_1
WFS1,7466,5278,1,WFS1,wolframin ER transmembrane glycoprotein [Source:HGNC Symbol;Acc:HGNC:12762],"DBASS5,ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PPP2R2C,5522,5279,1,PPP2R2C,protein phosphatase 2 regulatory subunit Bgamma [Source:HGNC Symbol;Acc:HGNC:9306],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MAN2B2,23324,5280,1,MAN2B2,mannosidase alpha class 2B member 2 [Source:HGNC Symbol;Acc:HGNC:29623],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MRFAP1,93621,5281,1,MRFAP1,Morf4 family associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24549],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC02482,None,5282,1,None,None,,query_1
LOC93622,None,5283,1,None,None,,query_1
LINC002481,None,5284,1,None,None,,query_1
S100P,6286,5285,1,S100P,S100 calcium binding protein P [Source:HGNC Symbol;Acc:HGNC:10504],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MRFAP1L1,114932,5286,1,MRFAP1L1,Morf4 family associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28796],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
BLOC1S4,55330,5287,1,BLOC1S4,biogenesis of lysosomal organelles complex 1 subunit 4 [Source:HGNC Symbol;Acc:HGNC:24206],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
KIAA0232,9778,5288,1,KIAA0232,KIAA0232 [Source:HGNC Symbol;Acc:HGNC:28992],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TBC1D14,57533,5289,1,TBC1D14,TBC1 domain family member 14 [Source:HGNC Symbol;Acc:HGNC:29246],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC100129931,None,5290,1,None,None,,query_1
CCDC96,257236,5291,1,CCDC96,coiled-coil domain containing 96 [Source:HGNC Symbol;Acc:HGNC:26900],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TADA2B,93624,5292,1,TADA2B,transcriptional adaptor 2B [Source:HGNC Symbol;Acc:HGNC:30781],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GRPEL1,80273,5293,1,GRPEL1,"GrpE like 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:19696]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC02447,None,5294,1,None,None,,query_1
SORCS2,57537,5295,1,SORCS2,sortilin related VPS10 domain containing receptor 2 [Source:HGNC Symbol;Acc:HGNC:16698],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PSAPL1,768239,5296,1,PSAPL1,prosaposin like 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:33131],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
AFAP1-AS1,84740,5297,1,AFAP1-AS1,AFAP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28141],"ENTREZGENE,HGNC,WIKIGENE",query_1
AFAP1,60312,5298,1,AFAP1,actin filament associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24017],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC389199,389199,5299,1,AC097381.1,uncharacterized LOC389199 [Source:NCBI gene;Acc:389199],"ENTREZGENE,WIKIGENE",query_1
ABLIM2,84448,5300,1,ABLIM2,actin binding LIM protein family member 2 [Source:HGNC Symbol;Acc:HGNC:19195],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SH3TC1,54436,5301,1,SH3TC1,SH3 domain and tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:26009],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
HTRA3,94031,5302,1,HTRA3,HtrA serine peptidase 3 [Source:HGNC Symbol;Acc:HGNC:30406],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ACOX3,8310,5303,1,ACOX3,"acyl-CoA oxidase 3, pristanoyl [Source:HGNC Symbol;Acc:HGNC:121]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TRMT44,152992,5304,1,TRMT44,tRNA methyltransferase 44 homolog [Source:HGNC Symbol;Acc:HGNC:26653],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GPR78,27201,5305,1,GPR78,G protein-coupled receptor 78 [Source:HGNC Symbol;Acc:HGNC:4528],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CPZ,8532,5306,1,CPZ,carboxypeptidase Z [Source:HGNC Symbol;Acc:HGNC:2333],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
HMX1,3166,5307,1,HMX1,H6 family homeobox 1 [Source:HGNC Symbol;Acc:HGNC:5017],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
USP17L17,100287327,5308,1,USP17L17,ubiquitin specific peptidase 17 like family member 17 [Source:HGNC Symbol;Acc:HGNC:44445],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
USP17L6P,None,5309,1,None,None,,query_1
DEFB131A,644414,5310,1,DEFB131A,defensin beta 131A [Source:HGNC Symbol;Acc:HGNC:18108],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MIR548I2,None,5311,1,None,None,,query_1
DRD5,1816,5312,1,DRD5,dopamine receptor D5 [Source:HGNC Symbol;Acc:HGNC:3026],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SLC2A9,56606,5313,1,SLC2A9,solute carrier family 2 member 9 [Source:HGNC Symbol;Acc:HGNC:13446],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
WDR1,9948,5314,1,WDR1,WD repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12754],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ZNF518B,85460,5315,1,ZNF518B,zinc finger protein 518B [Source:HGNC Symbol;Acc:HGNC:29365],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CLNK,116449,5316,1,CLNK,cytokine dependent hematopoietic cell linker [Source:HGNC Symbol;Acc:HGNC:17438],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MIR572,None,5317,1,None,None,,query_1
HS3ST1,9957,5318,1,HS3ST1,heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC02360,None,5319,1,None,None,,query_1
LINC02270,None,5320,1,None,None,,query_1
RAB28,9364,5321,1,RAB28,"RAB28, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9768]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC01097,None,5322,1,None,None,,query_1
NKX3-2,579,5323,1,NKX3-2,NK3 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:951],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC01096,None,5324,1,None,None,,query_1
BOD1L1,259282,5325,1,BOD1L1,biorientation of chromosomes in cell division 1 like 1 [Source:HGNC Symbol;Acc:HGNC:31792],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC01182,None,5326,1,None,None,,query_1
LINC01085,None,5327,1,None,None,,query_1
LINC00504,None,5328,1,None,None,,query_1
CPEB2-AS1,None,5329,1,None,None,,query_1
CPEB2,132864,5330,1,CPEB2,cytoplasmic polyadenylation element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21745],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC101929095,None,5331,1,None,None,,query_1
C1QTNF7,114905,5332,1,C1QTNF7,C1q and TNF related 7 [Source:HGNC Symbol;Acc:HGNC:14342],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CC2D2A,57545,5333,1,CC2D2A,coiled-coil and C2 domain containing 2A [Source:HGNC Symbol;Acc:HGNC:29253],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
FBXL5,26234,5334,1,FBXL5,F-box and leucine rich repeat protein 5 [Source:HGNC Symbol;Acc:HGNC:13602],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
FAM200B,285550,5335,1,FAM200B,family with sequence similarity 200 member B [Source:HGNC Symbol;Acc:HGNC:27740],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
BST1,683,5336,1,BST1,bone marrow stromal cell antigen 1 [Source:HGNC Symbol;Acc:HGNC:1118],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CD38,952,5337,1,CD38,CD38 molecule [Source:HGNC Symbol;Acc:HGNC:1667],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
FGFBP1,9982,5338,1,FGFBP1,fibroblast growth factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19695],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
FGFBP2,83888,5339,1,FGFBP2,fibroblast growth factor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:29451],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PROM1,8842,5340,1,PROM1,prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TAPT1,202018,5341,1,TAPT1,transmembrane anterior posterior transformation 1 [Source:HGNC Symbol;Acc:HGNC:26887],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TAPT1-AS1,None,5342,1,None,None,,query_1
LDB2,9079,5343,1,LDB2,LIM domain binding 2 [Source:HGNC Symbol;Acc:HGNC:6533],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC02493,None,5344,1,None,None,,query_1
SNORA75B,None,5345,1,None,None,,query_1
QDPR,5860,5346,1,QDPR,quinoid dihydropteridine reductase [Source:HGNC Symbol;Acc:HGNC:9752],"DBASS5,ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CLRN2,645104,5347,1,CLRN2,clarin 2 [Source:HGNC Symbol;Acc:HGNC:33939],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LAP3,51056,5348,1,LAP3,leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MED28,80306,5349,1,MED28,mediator complex subunit 28 [Source:HGNC Symbol;Acc:HGNC:24628],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
FAM184B,27146,5350,1,FAM184B,family with sequence similarity 184 member B [Source:HGNC Symbol;Acc:HGNC:29235],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
DCAF16,54876,5351,1,DCAF16,DDB1 and CUL4 associated factor 16 [Source:HGNC Symbol;Acc:HGNC:25987],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
NCAPG,64151,5352,1,NCAPG,non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LCORL,254251,5353,1,LCORL,ligand dependent nuclear receptor corepressor like [Source:HGNC Symbol;Acc:HGNC:30776],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SLIT2,9353,5354,1,SLIT2,slit guidance ligand 2 [Source:HGNC Symbol;Acc:HGNC:11086],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PACRGL,133015,5355,1,PACRGL,parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
KCNIP4,80333,5356,1,KCNIP4,potassium voltage-gated channel interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30083],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC105374516,None,5357,1,None,None,,query_1
KCNIP4-IT1,None,5358,1,None,None,,query_1
LOC100505912,None,5359,1,None,None,,query_1
ADGRA3,166647,5360,1,ADGRA3,adhesion G protein-coupled receptor A3 [Source:HGNC Symbol;Acc:HGNC:13839],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GBA3,57733,5361,1,GBA3,glucosylceramidase beta 3 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:19069],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PPARGC1A,10891,5362,1,PPARGC1A,PPARG coactivator 1 alpha [Source:HGNC Symbol;Acc:HGNC:9237],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
MIR573,None,5363,1,None,None,,query_1
DHX15,1665,5364,1,DHX15,DEAH-box helicase 15 [Source:HGNC Symbol;Acc:HGNC:2738],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SOD3,6649,5365,1,SOD3,superoxide dismutase 3 [Source:HGNC Symbol;Acc:HGNC:11181],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CCDC149,91050,5366,1,CCDC149,coiled-coil domain containing 149 [Source:HGNC Symbol;Acc:HGNC:25405],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LGI2,55203,5367,1,LGI2,leucine rich repeat LGI family member 2 [Source:HGNC Symbol;Acc:HGNC:18710],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SEPSECS,51091,5368,1,SEPSECS,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase [Source:HGNC Symbol;Acc:HGNC:30605],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SEPSECS-AS1,None,5369,1,None,None,,query_1
PI4K2B,55300,5370,1,PI4K2B,phosphatidylinositol 4-kinase type 2 beta [Source:HGNC Symbol;Acc:HGNC:18215],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ZCCHC4,29063,5371,1,ZCCHC4,zinc finger CCHC-type containing 4 [Source:HGNC Symbol;Acc:HGNC:22917],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ANAPC4,29945,5372,1,ANAPC4,anaphase promoting complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:19990],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC101929161,None,5373,1,None,None,,query_1
SLC34A2,10568,5374,1,SLC34A2,solute carrier family 34 member 2 [Source:HGNC Symbol;Acc:HGNC:11020],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SEL1L3,23231,5375,1,SEL1L3,SEL1L family member 3 [Source:HGNC Symbol;Acc:HGNC:29108],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SMIM20,389203,5376,1,SMIM20,small integral membrane protein 20 [Source:HGNC Symbol;Acc:HGNC:37260],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RBPJ,3516,5377,1,RBPJ,recombination signal binding protein for immunoglobulin kappa J region [Source:HGNC Symbol;Acc:HGNC:5724],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CCKAR,886,5378,1,CCKAR,cholecystokinin A receptor [Source:HGNC Symbol;Acc:HGNC:1570],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TBC1D19,55296,5379,1,TBC1D19,TBC1 domain family member 19 [Source:HGNC Symbol;Acc:HGNC:25624],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
STIM2,57620,5380,1,STIM2,stromal interaction molecule 2 [Source:HGNC Symbol;Acc:HGNC:19205],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC02261,None,5381,1,None,None,,query_1
MIR4275,None,5382,1,None,None,,query_1
LINC02364,None,5383,1,None,None,,query_1
LINC02472,None,5384,1,None,None,,query_1
PCDH7,5099,5385,1,PCDH7,protocadherin 7 [Source:HGNC Symbol;Acc:HGNC:8659],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC02497,None,5386,1,None,None,,query_1
LINC02506,None,5387,1,None,None,,query_1
LINC02353,None,5388,1,None,None,,query_1
LOC101928622,None,5389,1,None,None,,query_1
LINC02484,None,5390,1,None,None,,query_1
ARAP2,116984,5391,1,ARAP2,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16924]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC439933,None,5392,1,None,None,,query_1
DTHD1,401124,5393,1,DTHD1,death domain containing 1 [Source:HGNC Symbol;Acc:HGNC:37261],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC100508631,None,5394,1,None,None,,query_1
MIR4801,None,5395,1,None,None,,query_1
NWD2,57495,5396,1,NWD2,NACHT and WD repeat domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29229],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
C4orf19,55286,5397,1,C4orf19,chromosome 4 open reading frame 19 [Source:HGNC Symbol;Acc:HGNC:25618],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RELL1,768211,5398,1,RELL1,RELT like 1 [Source:HGNC Symbol;Acc:HGNC:27379],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PGM2,55276,5399,1,PGM2,phosphoglucomutase 2 [Source:HGNC Symbol;Acc:HGNC:8906],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TBC1D1,23216,5400,1,TBC1D1,TBC1 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:11578],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PTTG2,10744,5401,1,PTTG2,pituitary tumor-transforming 2 [Source:HGNC Symbol;Acc:HGNC:9691],"ENTREZGENE,HGNC,WIKIGENE",query_1
LINC01258,None,5402,1,None,None,,query_1
LINC02278,None,5403,1,None,None,,query_1
KLF3-AS1,None,5404,1,None,None,,query_1
KLF3,51274,5405,1,KLF3,Kruppel like factor 3 [Source:HGNC Symbol;Acc:HGNC:16516],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TLR10,81793,5406,1,TLR10,toll like receptor 10 [Source:HGNC Symbol;Acc:HGNC:15634],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TLR1,7096,5407,1,TLR1,toll like receptor 1 [Source:HGNC Symbol;Acc:HGNC:11847],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TLR6,10333,5408,1,TLR6,toll like receptor 6 [Source:HGNC Symbol;Acc:HGNC:16711],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
FAM114A1,92689,5409,1,FAM114A1,family with sequence similarity 114 member A1 [Source:HGNC Symbol;Acc:HGNC:25087],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TMEM156,80008,5410,1,TMEM156,transmembrane protein 156 [Source:HGNC Symbol;Acc:HGNC:26260],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
KLHL5,51088,5411,1,KLHL5,kelch like family member 5 [Source:HGNC Symbol;Acc:HGNC:6356],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
WDR19,57728,5412,1,WDR19,WD repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:18340],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RFC1,5981,5413,1,RFC1,replication factor C subunit 1 [Source:HGNC Symbol;Acc:HGNC:9969],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
KLB,152831,5414,1,KLB,klotho beta [Source:HGNC Symbol;Acc:HGNC:15527],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RPL9,6133,5415,1,RPL9,ribosomal protein L9 [Source:HGNC Symbol;Acc:HGNC:10369],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LIAS,11019,5416,1,LIAS,lipoic acid synthetase [Source:HGNC Symbol;Acc:HGNC:16429],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC401127,None,5417,1,None,None,,query_1
UGDH,7358,5418,1,UGDH,UDP-glucose 6-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12525],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
UGDH-AS1,None,5419,1,None,None,,query_1
SMIM14,201895,5420,1,SMIM14,small integral membrane protein 14 [Source:HGNC Symbol;Acc:HGNC:27321],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
UBE2K,3093,5421,1,UBE2K,ubiquitin conjugating enzyme E2 K [Source:HGNC Symbol;Acc:HGNC:4914],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
PDS5A,23244,5422,1,PDS5A,PDS5 cohesin associated factor A [Source:HGNC Symbol;Acc:HGNC:29088],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC344967,None,5423,1,None,None,,query_1
N4BP2,55728,5424,1,N4BP2,NEDD4 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:29851],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RHOH,399,5425,1,RHOH,ras homolog family member H [Source:HGNC Symbol;Acc:HGNC:686],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC02265,101060498,5426,1,LINC02265,long intergenic non-protein coding RNA 2265 [Source:HGNC Symbol;Acc:HGNC:53179],"ENTREZGENE,HGNC,WIKIGENE",query_1
CHRNA9,55584,5427,1,CHRNA9,cholinergic receptor nicotinic alpha 9 subunit [Source:HGNC Symbol;Acc:HGNC:14079],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
RBM47,54502,5428,1,RBM47,RNA binding motif protein 47 [Source:HGNC Symbol;Acc:HGNC:30358],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
NSUN7,79730,5429,1,NSUN7,NOP2/Sun RNA methyltransferase family member 7 [Source:HGNC Symbol;Acc:HGNC:25857],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
APBB2,323,5430,1,APBB2,amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
UCHL1-AS1,None,5431,1,None,None,,query_1
UCHL1,7345,5432,1,UCHL1,ubiquitin C-terminal hydrolase L1 [Source:HGNC Symbol;Acc:HGNC:12513],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LIMCH1,22998,5433,1,LIMCH1,LIM and calponin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:29191],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
TMEM33,55161,5434,1,TMEM33,transmembrane protein 33 [Source:HGNC Symbol;Acc:HGNC:25541],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
DCAF4L1,285429,5435,1,DCAF4L1,DDB1 and CUL4 associated factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:27723],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
SLC30A9,10463,5436,1,SLC30A9,solute carrier family 30 member 9 [Source:HGNC Symbol;Acc:HGNC:1329],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC105374428,None,5437,1,None,None,,query_1
SHISA3,152573,5438,1,SHISA3,shisa family member 3 [Source:HGNC Symbol;Acc:HGNC:25159],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ATP8A1,10396,5439,1,ATP8A1,ATPase phospholipid transporting 8A1 [Source:HGNC Symbol;Acc:HGNC:13531],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GRXCR1,389207,5440,1,GRXCR1,glutaredoxin and cysteine rich domain containing 1 [Source:HGNC Symbol;Acc:HGNC:31673],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LINC02383,None,5441,1,None,None,,query_1
LINC02475,None,5442,1,None,None,,query_1
KCTD8,386617,5443,1,KCTD8,potassium channel tetramerization domain containing 8 [Source:HGNC Symbol;Acc:HGNC:22394],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
YIPF7,285525,5444,1,YIPF7,Yip1 domain family member 7 [Source:HGNC Symbol;Acc:HGNC:26825],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GUF1,60558,5445,1,GUF1,"GUF1 homolog, GTPase [Source:HGNC Symbol;Acc:HGNC:25799]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GNPDA2,132789,5446,1,GNPDA2,glucosamine-6-phosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:21526],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GABRG1,2565,5447,1,GABRG1,gamma-aminobutyric acid type A receptor gamma1 subunit [Source:HGNC Symbol;Acc:HGNC:4086],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GABRA2,2555,5448,1,GABRA2,gamma-aminobutyric acid type A receptor alpha2 subunit [Source:HGNC Symbol;Acc:HGNC:4076],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
COX7B2,170712,5449,1,COX7B2,cytochrome c oxidase subunit 7B2 [Source:HGNC Symbol;Acc:HGNC:24381],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GABRA4,2557,5450,1,GABRA4,gamma-aminobutyric acid type A receptor alpha4 subunit [Source:HGNC Symbol;Acc:HGNC:4078],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
GABRB1,2560,5451,1,GABRB1,gamma-aminobutyric acid type A receptor beta1 subunit [Source:HGNC Symbol;Acc:HGNC:4081],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
COMMD8,54951,5452,1,COMMD8,COMM domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26036],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
ATP10D,57205,5453,1,ATP10D,ATPase phospholipid transporting 10D (putative) [Source:HGNC Symbol;Acc:HGNC:13549],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
CORIN,10699,5454,1,CORIN,"corin, serine peptidase [Source:HGNC Symbol;Acc:HGNC:19012]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC101927179,None,5455,1,None,None,,query_1
NFXL1,152518,5456,1,NFXL1,"nuclear transcription factor, X-box binding like 1 [Source:HGNC Symbol;Acc:HGNC:18726]","ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
LOC101927157,None,5457,1,None,None,,query_1
CNGA1,1259,5458,1,CNGA1,cyclic nucleotide gated channel subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:2148],"ENTREZGENE,HGNC,UNIPROT_GN,WIKIGENE",query_1
